,position,company,location,min_salary,max_salary,currency,link
772,Инженер по тестированию iOS-приложений, ВКонтакте ,Санкт-Петербург,,,,https://hh.ru/vacancy/30019550?query=Python
773,Системный администратор Windows XA/XD,ООО СПОРТТЕХКОНСАЛТ ,Москва,,,,https://hh.ru/vacancy/37143555?query=Python
774,Педагог дополнительного образования (Программирование на Python), ГАПОУ ЛО Киришский Политехнический Техникум ,Кириши,,,,https://hh.ru/vacancy/36798661?query=Python
775,Ведущий аналитик, Национальный исследовательский университет «Высшая школа экономики» ,Москва,,,,https://hh.ru/vacancy/35715714?query=Python
776,Аналитик данных sql, First Line Software ,Санкт-Петербург,,,,https://hh.ru/vacancy/37420340?query=Python
777,Педагог робототехники и программирования,ИП Волокитина Екатерина Андреевна ,Пенза,,,,https://hh.ru/vacancy/37417344?query=Python
778,Go/Python разработчик (Tools DevOps team), DINS ,Санкт-Петербург,,,,https://hh.ru/vacancy/36584253?query=Python
779,Инженер-программист (алгоритмист), Кадровый холдинг ПРОФИЛЬ ,Москва,100000,130000,руб.,https://hh.ru/vacancy/35190587?query=Python
780,DevOps-инженер, Spice Agency ,Москва,,250000,руб.,https://hh.ru/vacancy/37182826?query=Python
781,Тестировщик ПО / QA engineer, Федеральная антимонопольная служба ,Москва,60000,100000,руб.,https://hh.ru/vacancy/37412729?query=Python
782,Frontend-разработчик / WEB-разработчик, AltKraft ,Рязань,35000,50000,руб.,https://hh.ru/vacancy/37290215?query=Python
783,"Разработчик-стажер (Linux, C)", Digital Design ,Санкт-Петербург,,,,https://hh.ru/vacancy/36986185?query=Python
784,Разработчик, ГК «ХайТэк» ,Москва,,,,https://hh.ru/vacancy/36886293?query=Python
785,Старший ИТ-менеджер," «РОСБАНК, Societe Generale Group», с опытом работы ",Нижний,,,,https://hh.ru/vacancy/37328572?query=Python
786,VoIP инженер, IQsоft ,Новосибирск,,,,https://hh.ru/vacancy/36738732?query=Python
787,Python/С++ Developer, DINS ,Санкт-Петербург,,,,https://hh.ru/vacancy/33923650?query=Python
788,Программист OpenCL, Дизайн-центр цифровой микроэлектроники МГУ имени М.В. Ломоносова ,Москва,90000,120000,руб.,https://hh.ru/vacancy/37407889?query=Python
789,Менеджер по организации тестирования, X5 RETAIL GROUP ,Москва,,,,https://hh.ru/vacancy/37193176?query=Python
790,Senior Python Developer, Adhack.io ,Санкт-Петербург,,,,https://hh.ru/vacancy/35684097?query=Python
791,Data scientist, АДВ ,Москва,,,,https://hh.ru/vacancy/37416597?query=Python
792,Системный администратор,АО Бука ,Москва,60000,70000,USD,https://hh.ru/vacancy/37418105?query=Python
793,Аналитик по оптимизации бизнес процессов, Центральный банк Российской Федерации ,Москва,,,,https://hh.ru/vacancy/36945281?query=Python
794,Программист,ООО Технология ,Ижевск,,,,https://hh.ru/vacancy/37136024?query=Python
795,Разработчик ПО для встраиваемых систем," Цифровые решения, НПП ",Москва,100000,,руб.,https://hh.ru/vacancy/37414038?query=Python
796,Data scientist, DPD в России ,Москва,,,,https://hh.ru/vacancy/36915671?query=Python
797,Junior Data / Product Analyst (виртуальный ассистент)," Компания «СПОРТМАСТЕР», SM Lab ",Москва,,,,https://hh.ru/vacancy/37419204?query=Python
798,Chief Data Scientist, Аэропорт Пулково (ООО Воздушные Ворота Северной Столицы) ,Санкт-Петербург,,,,https://hh.ru/vacancy/36971316?query=Python
799,Python Backend-разработчик,ООО Авгуро Технолоджис ,Москва,,180000,руб.,https://hh.ru/vacancy/37405781?query=Python
800,Преподаватель кружка программирования (Python), Алгоритмика ,Москва,,,,https://hh.ru/vacancy/37349068?query=Python
801,DevOps инженер, Admitad ,Москва,,,,https://hh.ru/vacancy/37343783?query=Python
802,Преподаватель (программирование / информационные технологии), ГАОУ АО ДО Региональный школьный технопарк ,Астрахань,,40000,руб.,https://hh.ru/vacancy/35190164?query=Python
803,Специалист по работе с базами данных, КЛЮЧАВТО ,Краснодар,,55000,руб.,https://hh.ru/vacancy/37416627?query=Python
804,Инженер,АО Антиплагиат ,Москва,,,,https://hh.ru/vacancy/37415596?query=Python
805,Инженер по тестированию ПО," АТОЛ, группа компаний ",Санкт-Петербург,,,,https://hh.ru/vacancy/36787482?query=Python
806,Аналитик (мониторинг бизнес-процессов), Тинькофф ,Москва,,,,https://hh.ru/vacancy/36819050?query=Python
807,Программист С++ / Linux,Гос. корп. Военно-космическая академия имени А.Ф. Можайского ,Санкт-Петербург,,,,https://hh.ru/vacancy/35870421?query=Python
808,Администратор баз данных PostgreSQL, Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г.Москве ,Москва,,,,https://hh.ru/vacancy/26488201?query=Python
809,Junior Software Engineer,ООО Даша.АИ ,Новосибирск,25000,40000,руб.,https://hh.ru/vacancy/37320404?query=Python
810,Стажер-разработчик Java, Яндекс ,Нижний,,,,https://hh.ru/vacancy/36306074?query=Python
811,Team Lead Back-end, Ready for Sky ,Санкт-Петербург,,,,https://hh.ru/vacancy/35715672?query=Python
812,Аналитик данных / Data analyst, Платформа нативной рекламы LuckyAds ,Москва,80000,,руб.,https://hh.ru/vacancy/37334014?query=Python
813,С++ разработчик в проект Поиск," Mail.Ru Group, Другое ",Москва,,,,https://hh.ru/vacancy/37419697?query=Python
814,"Администратор Linux/Devops, Москва",ООО Ростелеком Информационные Технологии ,Москва,,,,https://hh.ru/vacancy/36643288?query=Python
815,"Ведущий разработчик Python (сетевые технологии, Radius)", Сбербанк для экспертов ,Москва,,,,https://hh.ru/vacancy/36980322?query=Python
816,Сетевой DevOps-инженер, Авито ,Москва,,,,https://hh.ru/vacancy/36628633?query=Python
817,Специалист по ОС Linux,АО Алгонт ,Калуга,60000,,руб.,https://hh.ru/vacancy/37418248?query=Python
818,Python-разработчик, Cellar door ,Нижний,,,,https://hh.ru/vacancy/37409480?query=Python
819,Системный инженер Linux, МойОфис ,Москва,,,,https://hh.ru/vacancy/29323707?query=Python
820,Fullstack разработчик,ООО ЮКЕЙСОФТ ,Саратов,50000,,руб.,https://hh.ru/vacancy/37408211?query=Python
821,DevOps инженер (удалённо),ООО Carprice ,Новосибирск,,,,https://hh.ru/vacancy/36942763?query=Python
822,Python Developer, Хайэнд Системс ,Минск,,,,https://hh.ru/vacancy/37416157?query=Python
823,Аналитик\Разработчик QlikView,АО Фармстандарт ,Москва,,,,https://hh.ru/vacancy/35929447?query=Python
824,Преподаватель программирования и робототехники, ГБОУ Школа №667 ,Москва,78000,78000,руб.,https://hh.ru/vacancy/37035094?query=Python
825,Веб-разработчик (Middle), Carbon Soft ,Екатеринбург,55000,90000,руб.,https://hh.ru/vacancy/36126703?query=Python
826,Web-разработчик,"ООО Электроника, ПСЦ ",Ярославль,,,,https://hh.ru/vacancy/36258756?query=Python
827,TTS Researcher,ООО Даша.АИ ,Новосибирск,,,,https://hh.ru/vacancy/36961181?query=Python
828,Code reviewer (Node.js), Яндекс ,Москва,,,,https://hh.ru/vacancy/37153420?query=Python
829,Senior / Middle automation QA (backend), EXANTE ,Москва,2000,,EUR,https://hh.ru/vacancy/37414520?query=Python
830,Разработчик в тестировании/SDET," СимбирСофт,ООО ",Санкт-Петербург,,,,https://hh.ru/vacancy/37410453?query=Python
831,DevOps инженер, RU-CENTER Group ,Москва,,,,https://hh.ru/vacancy/36656015?query=Python
832,C++ developer (Telco), DINS ,Санкт-Петербург,,,,https://hh.ru/vacancy/34810737?query=Python
833,Руководитель направления (Big Data), Банк Восточный ,Москва,,,,https://hh.ru/vacancy/37413649?query=Python
834,Python Developer (DevOPS team), DINS ,Санкт-Петербург,,,,https://hh.ru/vacancy/37121973?query=Python
835,Backend разработчик Python,АО Институт Оргэнергострой ,Москва,,,,https://hh.ru/vacancy/36808412?query=Python
836,Системный администратор Linux, Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г.Москве ,Москва,,,,https://hh.ru/vacancy/35025143?query=Python
837,DevOps Engineer, Аэропорт Пулково (ООО Воздушные Ворота Северной Столицы) ,Санкт-Петербург,,,,https://hh.ru/vacancy/36970975?query=Python
838,Программист С/С++ (embedded linux),ООО Эмзиор ,Санкт-Петербург,70000,90000,руб.,https://hh.ru/vacancy/37417662?query=Python
839,Эксперт по Linux,"ПАО МегаФон, IT ",Краснодар,,,,https://hh.ru/vacancy/37327334?query=Python
840,Teamlead Python (Django)/архитектор,ООО Джи Эф Си ,Москва,,,,https://hh.ru/vacancy/37106933?query=Python
841,Стажер-разработчик С++ в Яндекс.Маркет, Яндекс.Маркет ,Москва,,,,https://hh.ru/vacancy/35407867?query=Python
842,Backend разработчик (Python), LiteBox ,Ульяновск,100000,,руб.,https://hh.ru/vacancy/37340422?query=Python
843,Педагог дополнительного образования (программирование), ГАПОУ ЛО Киришский Политехнический Техникум ,Кириши,,,,https://hh.ru/vacancy/36788394?query=Python
844,Middle Python Developer, Nexign (АО «Нэксайн») ,Санкт-Петербург,,,,https://hh.ru/vacancy/36592925?query=Python
845,Cloud data engineer,ТОО АтырауТехИнвест ,Атырау,,,,https://hh.ru/vacancy/37405189?query=Python
846,Cloud data engineer,ТОО АтырауТехИнвест ,Алматы,,,,https://hh.ru/vacancy/37405190?query=Python
847,Cloud data engineer,ТОО АтырауТехИнвест ,Нур-Султан,,,,https://hh.ru/vacancy/37405191?query=Python
